Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,write,rewrite,read,reread,random_reread,random_write(KB/s),bkwd_read,record_rewrite,stride_read,fwrite,"fread,freread",time,timestamp
iozone,/dev/md0,1,1,1024,4,14839,41627,31168,27303,26767,15361,14374,14987,23068,2031864,1479591,3345496,2884840,0:00:00.768159,2023-06-04 17:01:28.626033
iozone,/dev/md0,1,2,1024,4,40498,40303,30100,27689,26505,16095,13733,14929,24822,2645000,2472911,1759651,1432225,0:00:00.715792,2023-06-04 17:01:29.342552
iozone,/dev/md0,1,3,1024,4,40665,43474,31658,27311,27253,15702,13943,15063,24088,2681328,3345496,3725664,3835457,0:00:00.663804,2023-06-04 17:01:30.006599
iozone,/dev/md0,1,4,1024,4,42657,27146,14860,27771,27008,16212,14983,14885,25357,2337008,2869422,4265934,3970183,0:00:00.782675,2023-06-04 17:01:30.789476
iozone,/dev/md0,1,5,1024,4,39152,43963,31343,27043,26362,16128,12607,15170,25564,2774874,2375790,1976691,3764854,0:00:00.665874,2023-06-04 17:01:31.455547
iozone,/dev/md0,2,1,1024,4,42324,42765,31394,27215,26806,16457,12441,14872,25629,2598591,2960401,3970183,3241960,0:00:00.665557,2023-06-04 17:01:32.121332
iozone,/dev/md0,2,2,1024,4,41860,41986,31505,27499,27209,15749,17145,15214,23651,2950233,3345496,4195100,3483896,0:00:00.682138,2023-06-04 17:01:32.803669
iozone,/dev/md0,2,3,1024,4,43305,44039,31065,27599,27009,16484,19823,14957,27121,2337008,2281152,2060128,3345496,0:00:00.632923,2023-06-04 17:01:33.436865
iozone,/dev/md0,2,4,1024,4,37139,37128,32488,31830,27332,15637,16483,15034,25582,2069060,1333093,3358576,3618930,0:00:00.673835,2023-06-04 17:01:34.110884
iozone,/dev/md0,2,5,1024,4,42442,43618,31035,27720,26544,16405,13070,15107,24979,2024203,3130886,4415030,3271594,0:00:00.682478,2023-06-04 17:01:34.793575
iozone,/dev/md0,3,1,1024,4,42877,44344,31974,27198,26520,16071,17815,14768,24766,2746483,1837965,3781427,3481072,0:00:00.682556,2023-06-04 17:01:35.476374
iozone,/dev/md0,3,2,1024,4,43161,43509,31612,27506,27210,15066,17799,15125,25667,1821595,3160839,4904018,4114719,0:00:00.639987,2023-06-04 17:01:36.116504
iozone,/dev/md0,3,3,1024,4,41086,43675,31506,27298,27236,16181,18292,15127,25532,1753186,2529716,4379019,3877004,0:00:00.616023,2023-06-04 17:01:36.732644
iozone,/dev/md0,3,4,1024,4,42307,43946,25088,27868,27306,14987,17027,15154,26582,2008114,1022902,4232305,4029784,0:00:00.657853,2023-06-04 17:01:37.390681
iozone,/dev/md0,3,5,1024,4,43063,43235,31564,27783,27504,15661,17779,15010,25697,2985091,3241960,1780809,1405050,0:00:00.692039,2023-06-04 17:01:38.082910
iozone,/dev/md0,4,1,1024,4,42707,42913,31136,27313,26544,16108,16498,15091,25550,2353657,1151834,1720874,1452078,0:00:00.666285,2023-06-04 17:01:38.749445
iozone,/dev/md0,4,2,1024,4,40697,24207,34103,31914,25690,16007,16630,14981,25092,2240689,2666347,1701108,1412443,0:00:00.725506,2023-06-04 17:01:39.475083
iozone,/dev/md0,4,3,1024,4,18185,42972,31575,27650,27452,15353,16243,14898,25650,2782064,1969440,3189002,3941039,0:00:00.687172,2023-06-04 17:01:40.162500
iozone,/dev/md0,4,4,1024,4,43706,44753,26429,30519,27458,15782,19034,15089,26920,2461573,3010197,3696803,3594699,0:00:00.657796,2023-06-04 17:01:40.820484
iozone,/dev/md0,4,5,1024,4,43193,41993,31471,26985,27087,15476,18080,14823,25374,1834824,3140041,4029784,3778101,0:00:00.623863,2023-06-04 17:01:41.444539
iozone,/dev/md0,5,1,1024,4,43157,44177,31180,27618,27074,16224,17275,14992,25165,2547723,3003881,4079544,4064103,0:00:00.632369,2023-06-04 17:01:42.077125
iozone,/dev/md0,5,2,1024,4,42464,43548,31622,27555,26954,16889,14068,14935,16925,2348509,1045053,1786736,1473500,0:00:00.692718,2023-06-04 17:01:42.770027
iozone,/dev/md0,5,3,1024,4,39551,41670,26110,27368,26698,16627,19432,15065,27850,2916180,2450338,4904018,1961346,0:00:00.622456,2023-06-04 17:01:43.392612
iozone,/dev/md0,5,4,1024,4,44031,42151,30917,27536,26904,16285,17335,15151,21640,894448,2632033,3506651,4300102,0:00:00.690776,2023-06-04 17:01:44.083572
iozone,/dev/md0,5,5,1024,4,42873,41543,31954,27659,26408,16769,17043,14795,15858,2918161,2279941,3955557,3447541,0:00:00.699237,2023-06-04 17:01:44.782997
iozone,/dev/md0,6,1,1024,8,63284,64674,49698,48301,34936,29834,28853,28367,48120,3791442,3251778,5917516,4679604,0:00:00.507264,2023-06-04 17:01:45.290516
iozone,/dev/md0,6,2,1024,8,60900,64508,49895,50383,36334,29819,27944,29150,47326,3764854,4079544,6963241,2467229,0:00:00.490838,2023-06-04 17:01:45.781560
iozone,/dev/md0,6,3,1024,8,61280,64527,50748,48211,36300,29477,28056,28284,47877,3671521,1587315,2867506,2150918,0:00:00.476216,2023-06-04 17:01:46.257970
iozone,/dev/md0,6,4,1024,8,59238,56971,26948,25162,38310,27997,28165,28202,48206,2300703,1554004,2701567,2085132,0:00:00.532932,2023-06-04 17:01:46.791118
iozone,/dev/md0,6,5,1024,8,25697,53666,50642,42359,36399,29695,29524,27845,40474,1670020,4265934,2859868,2976816,0:00:00.530246,2023-06-04 17:01:47.321525
iozone,/dev/md0,7,1,1024,8,59201,65695,49715,49609,36580,29895,19003,28717,40881,2686359,3355952,5144870,4512441,0:00:00.491659,2023-06-04 17:01:47.813403
iozone,/dev/md0,7,2,1024,8,63354,65082,50801,49468,36411,30259,18475,28722,34129,2437821,2281152,4451639,3529706,0:00:00.516154,2023-06-04 17:01:48.329764
iozone,/dev/md0,7,3,1024,8,62128,37685,36051,48864,36164,30302,18297,28423,40218,3092561,3923040,2852271,2805690,0:00:00.540149,2023-06-04 17:01:48.870049
iozone,/dev/md0,7,4,1024,8,62588,64144,50904,48829,35147,30315,18747,29021,39593,3348104,4374559,6918376,5536137,0:00:00.491034,2023-06-04 17:01:49.361287
iozone,/dev/md0,7,5,1024,8,61582,63872,50366,50034,36020,29394,19501,29647,29758,3567824,2710090,5789881,4694950,0:00:00.524797,2023-06-04 17:01:49.886273
iozone,/dev/md0,8,1,1024,8,58982,56260,50972,48134,34100,30522,29488,30103,49812,2592318,2701567,4232305,3390391,0:00:00.524900,2023-06-04 17:01:50.411357
iozone,/dev/md0,8,2,1024,8,16467,23611,40855,34696,51659,26689,18815,29796,45060,2461573,3324778,6137371,6102490,0:00:00.581233,2023-06-04 17:01:50.992801
iozone,/dev/md0,8,3,1024,8,63788,64797,50866,51307,36866,30983,15912,28810,34855,3355952,3483896,6441107,5500686,0:00:00.540493,2023-06-04 17:01:51.533476
iozone,/dev/md0,8,4,1024,8,61750,61478,35837,47548,35801,29367,18731,28488,34558,2910252,2884840,2509027,2052253,0:00:00.510674,2023-06-04 17:01:52.044335
iozone,/dev/md0,8,5,1024,8,61939,64949,49783,52090,36506,29952,28849,29189,51615,3643490,1584972,2916180,2125373,0:00:00.505969,2023-06-04 17:01:52.550530
iozone,/dev/md0,9,1,1024,8,62903,65767,52112,52378,36896,30345,28834,28553,47468,3808251,1602118,2908281,2187063,0:00:00.483933,2023-06-04 17:01:53.034622
iozone,/dev/md0,9,2,1024,8,64060,65003,52072,49337,37057,30398,16916,29153,42834,3606774,3170172,7369466,5782087,0:00:00.480301,2023-06-04 17:01:53.515118
iozone,/dev/md0,9,3,1024,8,61200,64524,51806,49934,28133,30142,14989,28081,27103,2437821,1969440,6569179,5885083,0:00:00.524674,2023-06-04 17:01:54.039972
iozone,/dev/md0,9,4,1024,8,63844,65810,51569,51961,37067,30211,28526,28453,50235,3894582,4428688,6290174,6025439,0:00:00.465828,2023-06-04 17:01:54.505978
iozone,/dev/md0,9,5,1024,8,58611,62241,51882,48682,35653,30545,27689,29137,52558,3281592,2916180,2844715,2183727,0:00:00.483434,2023-06-04 17:01:54.989607
iozone,/dev/md0,10,1,1024,8,62041,64724,36386,51264,28445,30952,20200,28945,39260,3908759,4142499,2918161,2197132,0:00:00.515903,2023-06-04 17:01:55.505727
iozone,/dev/md0,10,2,1024,8,51136,60861,51051,42556,36912,29911,29107,28235,47466,3567824,4018473,3092561,5853003,0:00:00.485072,2023-06-04 17:01:55.990978
iozone,/dev/md0,10,3,1024,8,41119,65209,50962,49778,28627,29300,26791,28621,43747,2666347,3495237,7755368,5991815,0:00:00.512692,2023-06-04 17:01:56.503845
iozone,/dev/md0,10,4,1024,8,62507,64264,52282,50356,37299,30736,18871,29791,43032,1885572,3411938,3643490,2968586,0:00:00.517010,2023-06-04 17:01:57.021034
iozone,/dev/md0,10,5,1024,8,62496,64495,36278,48197,36490,30050,11873,29054,44118,2813041,3951918,2859868,2490116,0:00:00.525162,2023-06-04 17:01:57.546379
iozone,/dev/md0,11,1,1024,16,74457,81127,54163,85128,79881,53915,35369,49973,73315,2934110,3999762,5821271,5089995,0:00:00.397464,2023-06-04 17:01:57.944066
iozone,/dev/md0,11,2,1024,16,81912,76899,56948,76980,69721,58481,25768,51950,88803,3631168,5226256,8457895,6963241,0:00:00.382720,2023-06-04 17:01:58.326933
iozone,/dev/md0,11,3,1024,16,79899,84294,58132,79336,76309,53038,19810,50122,73775,4392454,3631168,8970167,6776473,0:00:00.390022,2023-06-04 17:01:58.717173
iozone,/dev/md0,11,4,1024,16,77740,80776,37706,81418,83927,56530,32240,50567,87972,4114719,3518141,6830356,3140041,0:00:00.409098,2023-06-04 17:01:59.126452
iozone,/dev/md0,11,5,1024,16,78877,81262,54269,84790,69703,53781,36871,50446,71116,3880507,5363307,3668386,2653170,0:00:00.399571,2023-06-04 17:01:59.526126
iozone,/dev/md0,12,1,1024,16,75482,83184,37889,82521,81399,51011,31681,48290,83388,3970183,3281592,7755368,6441107,0:00:00.405951,2023-06-04 17:01:59.932282
iozone,/dev/md0,12,2,1024,16,78763,81204,37584,83524,83529,53037,25488,52024,75661,3046495,3239514,7883484,7008693,0:00:00.375767,2023-06-04 17:02:00.308171
iozone,/dev/md0,12,3,1024,16,82820,80929,55033,83714,73111,57807,3052,50602,62591,2245375,3301774,4339202,4995276,0:00:00.674171,2023-06-04 17:02:00.982449
iozone,/dev/md0,12,4,1024,16,78202,82037,58314,82282,81295,58198,28674,50985,61438,4249053,1869160,3643490,2625597,0:00:00.409460,2023-06-04 17:02:01.392117
iozone,/dev/md0,12,5,1024,16,82559,82606,54277,83714,70146,50139,19577,50354,70992,4265934,4943530,8391792,6918376,0:00:00.388028,2023-06-04 17:02:01.780330
iozone,/dev/md0,13,1,1024,16,81365,83441,38007,87527,82828,54958,31846,52167,82043,3748425,3083680,7590887,7524394,0:00:00.374612,2023-06-04 17:02:02.155069
iozone,/dev/md0,13,2,1024,16,78198,82893,37569,82994,80890,54616,37872,50208,71884,4512441,4356809,7066349,6974549,0:00:00.382502,2023-06-04 17:02:02.537757
iozone,/dev/md0,13,3,1024,16,82594,82707,68632,81840,84958,56694,31230,48553,31498,3458646,1914144,3684119,2659742,0:00:00.385975,2023-06-04 17:02:02.923836
iozone,/dev/md0,13,4,1024,16,81534,82962,57283,87558,72347,52658,25582,52629,66713,2767722,2138070,3659010,4654248,0:00:00.398066,2023-06-04 17:02:03.322082
iozone,/dev/md0,13,5,1024,16,79311,82713,69277,77947,70722,54613,19518,51131,74094,3891053,4396951,8525047,5390231,0:00:00.398368,2023-06-04 17:02:03.720640
iozone,/dev/md0,14,1,1024,16,46600,73838,6829,66017,22585,54037,29449,50086,72675,3170172,1872419,3582705,2619192,0:00:00.560505,2023-06-04 17:02:04.281374
iozone,/dev/md0,14,2,1024,16,77929,78414,59393,65122,17843,54962,28678,50124,73531,3345496,3984917,6327241,5813392,0:00:00.429831,2023-06-04 17:02:04.711408
iozone,/dev/md0,14,3,1024,16,80376,82494,70539,80024,73780,52783,19694,50245,73478,4300102,3001782,3804877,2708381,0:00:00.409039,2023-06-04 17:02:05.120582
iozone,/dev/md0,14,4,1024,16,78228,82045,37241,79489,83592,54274,25277,49963,83258,3314514,2942149,4232305,5330028,0:00:00.383195,2023-06-04 17:02:05.503971
iozone,/dev/md0,14,5,1024,16,81737,81327,54747,84266,71412,56863,36192,49982,72562,4300102,4741598,3684119,2668003,0:00:00.423898,2023-06-04 17:02:05.928070
iozone,/dev/md0,15,1,1024,16,81959,53713,59414,80496,73945,52464,19700,51434,74969,4249053,5089995,7590887,6963241,0:00:00.397837,2023-06-04 17:02:06.326130
iozone,/dev/md0,15,2,1024,16,79208,81179,37692,82063,85812,54991,31644,51871,86392,3778101,4531485,7685976,5751117,0:00:00.374108,2023-06-04 17:02:06.700430
iozone,/dev/md0,15,3,1024,16,72743,79361,37613,80769,81418,55247,31605,52108,83022,4374559,2060128,8822754,6819511,0:00:00.374744,2023-06-04 17:02:07.075289
iozone,/dev/md0,15,4,1024,16,24491,82407,53988,82648,72577,52271,19747,48710,75556,3436508,4265934,9142007,7269678,0:00:00.424306,2023-06-04 17:02:07.499783
iozone,/dev/md0,15,5,1024,16,75277,40565,13560,55956,81926,52512,35143,49375,71498,2169388,1575668,3472628,2529716,0:00:03.217507,2023-06-04 17:02:10.717494
iozone,/dev/md0,16,1,4096,4,52699,51810,51136,55784,12875,9939,18007,14576,24617,2085490,1137528,1786256,1452989,0:00:02.154861,2023-06-04 17:02:12.872642
iozone,/dev/md0,16,2,4096,4,47648,54113,50757,49587,8655,7299,18138,14825,23464,1606976,1108821,1707434,1421256,0:00:02.615670,2023-06-04 17:02:15.488504
iozone,/dev/md0,16,3,4096,4,51443,52239,52389,55080,7936,10267,16088,14935,24286,1923018,1112483,1745956,1485787,0:00:02.422505,2023-06-04 17:02:17.911227
iozone,/dev/md0,16,4,4096,4,42279,47971,46627,49639,8598,9180,16632,14723,23898,2132342,1100159,1692630,1405673,0:00:02.560894,2023-06-04 17:02:20.472355
iozone,/dev/md0,16,5,4096,4,25208,24908,44910,48408,9446,8821,18177,15024,16933,761221,1033574,1647505,1383821,0:00:02.717534,2023-06-04 17:02:23.190134
iozone,/dev/md0,17,1,4096,4,23219,20412,55363,55504,10167,9438,18187,14813,24677,1751117,1153800,1734148,1435267,0:00:03.066855,2023-06-04 17:02:26.257276
iozone,/dev/md0,17,2,4096,4,45307,54503,51011,55714,8142,9816,16663,14892,15846,1792593,1151789,1768603,1447358,0:00:02.524627,2023-06-04 17:02:28.782051
iozone,/dev/md0,17,3,4096,4,52591,53884,50151,52019,8018,9714,18147,14770,11984,648081,1129006,1710834,1461270,0:00:02.623571,2023-06-04 17:02:31.405848
iozone,/dev/md0,17,4,4096,4,47822,44762,46777,49480,14752,10739,19505,14860,23327,2219963,2717987,1748799,1433710,0:00:02.201374,2023-06-04 17:02:33.607451
iozone,/dev/md0,17,5,4096,4,52222,51433,45379,49448,7436,7965,19075,14865,23545,2072909,1129971,1646873,1383375,0:00:02.618062,2023-06-04 17:02:36.225663
iozone,/dev/md0,18,1,4096,4,44902,52969,55672,48669,8927,8735,16662,14740,24637,1462389,1142521,1725266,1457180,0:00:02.477490,2023-06-04 17:02:38.703436
iozone,/dev/md0,18,2,4096,4,42645,53261,51255,55081,9420,6049,16676,14732,23304,1488361,1123101,1665715,1479262,0:00:02.674021,2023-06-04 17:02:41.377610
iozone,/dev/md0,18,3,4096,4,47361,53571,56067,49467,10093,9029,17702,14718,23563,1412840,1073687,1609384,1386165,0:00:02.373452,2023-06-04 17:02:43.751270
iozone,/dev/md0,18,4,4096,4,48165,52145,56783,55182,6429,6576,17147,14960,10680,1109108,1107892,1673178,1390879,0:00:02.985849,2023-06-04 17:02:46.737361
iozone,/dev/md0,18,5,4096,4,38809,50006,51950,49470,9508,10287,15666,14738,24247,1833535,1093993,1638392,1373971,0:00:03.145446,2023-06-04 17:02:49.883043
iozone,/dev/md0,19,1,4096,4,48918,45965,56297,49469,7214,9145,16373,14868,24203,1606224,1161994,1721118,1432634,0:00:02.620749,2023-06-04 17:02:52.504079
iozone,/dev/md0,19,2,4096,4,51738,53151,52465,53444,9594,7158,15470,15334,11699,1227852,1050833,1613314,1404639,0:00:02.740593,2023-06-04 17:02:55.244893
iozone,/dev/md0,19,3,4096,4,50282,53297,56400,49579,9865,9222,16538,14875,7680,1456068,1080168,1733448,1493277,0:00:02.783921,2023-06-04 17:02:58.029057
iozone,/dev/md0,19,4,4096,4,49665,52247,57370,48900,7207,8290,16166,14791,23518,1760989,1083574,1682848,1362205,0:00:02.621820,2023-06-04 17:03:00.651093
iozone,/dev/md0,19,5,4096,4,51209,52648,56096,43192,9102,10633,17643,14823,23548,1747554,1103480,1667656,1388855,0:00:02.358784,2023-06-04 17:03:03.010121
iozone,/dev/md0,20,1,4096,4,48266,53242,55982,52902,8221,8827,18079,14521,9103,768474,1095738,1650195,1414352,0:00:02.803078,2023-06-04 17:03:05.813469
iozone,/dev/md0,20,2,4096,4,47132,49311,45995,46017,7866,7702,16719,14902,24088,1717333,2702169,3082251,3552638,0:00:02.586732,2023-06-04 17:03:08.400445
iozone,/dev/md0,20,3,4096,4,48859,54052,57139,54518,7201,7126,16169,14743,23452,1932101,2553941,3864287,3281854,0:00:02.737999,2023-06-04 17:03:11.138663
iozone,/dev/md0,20,4,4096,4,48054,39425,49760,50099,10012,8968,14973,14837,24758,1720256,1148632,1697480,1422197,0:00:02.458575,2023-06-04 17:03:13.597375
iozone,/dev/md0,20,5,4096,4,45718,53390,57101,49543,13258,9008,16728,14831,7229,926048,1044381,1621536,1399376,0:00:02.700282,2023-06-04 17:03:16.297893
iozone,/dev/md0,21,1,4096,8,80785,81378,81957,55495,18277,20896,26495,27638,40135,2276744,1504129,2717987,2064440,0:00:01.502533,2023-06-04 17:03:17.800713
iozone,/dev/md0,21,2,4096,8,81137,79931,77925,72448,8915,18684,21487,28001,41418,2118929,1504260,2745350,2057270,0:00:01.748494,2023-06-04 17:03:19.549373
iozone,/dev/md0,21,3,4096,8,82205,83893,80977,62945,20171,20792,28884,27698,39331,2285832,1440200,2687795,2054073,0:00:01.498155,2023-06-04 17:03:21.047759
iozone,/dev/md0,21,4,4096,8,81133,84637,80926,62150,18498,20433,13171,27287,7012,930663,1330761,2579247,2058256,0:00:02.061763,2023-06-04 17:03:23.109766
iozone,/dev/md0,21,5,4096,8,81731,84710,82442,62119,13626,21811,23326,28518,38840,1980661,1419846,2571141,2053336,0:00:01.568530,2023-06-04 17:03:24.678479
iozone,/dev/md0,22,1,4096,8,65031,76711,81466,56501,15066,20983,25409,28156,37656,1343877,3491981,6291135,5020702,0:00:01.575913,2023-06-04 17:03:26.254701
iozone,/dev/md0,22,2,4096,8,78937,86374,77864,64590,18330,20845,28249,27728,39288,2075915,1526040,2705147,2054073,0:00:01.468701,2023-06-04 17:03:27.723618
iozone,/dev/md0,22,3,4096,8,81091,82727,81880,71323,18508,22182,22687,28142,40326,1911464,1442255,2851995,2217671,0:00:01.475525,2023-06-04 17:03:29.199334
iozone,/dev/md0,22,4,4096,8,57093,84828,82197,62092,18553,21033,26997,27775,7112,862494,1423257,2579247,2055301,0:00:01.962338,2023-06-04 17:03:31.161881
iozone,/dev/md0,22,5,4096,8,80006,81302,81201,55489,14537,17692,21063,27967,39695,2343197,1380928,2657856,2035817,0:00:01.631089,2023-06-04 17:03:32.793208
iozone,/dev/md0,23,1,4096,8,80409,84791,82163,71319,12410,16592,21978,27016,7667,926447,1097278,2544108,1989376,0:00:02.097747,2023-06-04 17:03:34.891234
iozone,/dev/md0,23,2,4096,8,51570,45526,52192,46893,18269,12269,25034,28157,38928,2163764,1386613,2644356,2026691,0:00:01.781189,2023-06-04 17:03:36.672671
iozone,/dev/md0,23,3,4096,8,81147,81423,80844,71136,13779,14954,27699,27564,38812,1914019,1467135,2661562,2063448,0:00:01.598065,2023-06-04 17:03:38.270975
iozone,/dev/md0,23,4,4096,8,82814,56129,72245,87021,35066,16382,17399,27724,19178,1402231,991519,2680666,2075915,0:00:01.606222,2023-06-04 17:03:39.877436
iozone,/dev/md0,23,5,4096,8,55531,76691,79718,69413,11860,22434,24067,27486,38967,1287961,1354579,3284363,1965478,0:00:01.663531,2023-06-04 17:03:41.541203
iozone,/dev/md0,24,1,4096,8,76695,85141,80894,62759,14397,21161,26264,28145,38625,1689633,1505315,2676907,2096178,0:00:01.532294,2023-06-04 17:03:43.073789
iozone,/dev/md0,24,2,4096,8,49538,45486,84687,63199,16189,19121,28127,28100,42337,1389416,3368069,5030994,5165626,0:00:01.570191,2023-06-04 17:03:44.644207
iozone,/dev/md0,24,3,4096,8,83864,85511,81001,62460,16333,21884,24709,28080,40197,2132077,1553220,2863881,2186900,0:00:01.425755,2023-06-04 17:03:46.070164
iozone,/dev/md0,24,4,4096,8,83409,85625,81763,62331,15931,21343,23931,28314,40777,1641680,1496529,2618960,2110080,0:00:01.532357,2023-06-04 17:03:47.602732
iozone,/dev/md0,24,5,4096,8,78846,85028,82999,71305,16614,22873,21320,27857,40194,2213956,3615440,6024207,4965558,0:00:01.527524,2023-06-04 17:03:49.130512
iozone,/dev/md0,25,1,4096,8,78720,79909,80350,62481,11359,19387,27082,27947,38631,2336505,1427159,2707279,2113455,0:00:01.618924,2023-06-04 17:03:50.749684
iozone,/dev/md0,25,2,4096,8,80060,81253,75912,64971,17846,20714,21930,28293,38579,2252859,1443831,2659914,2035817,0:00:01.522876,2023-06-04 17:03:52.272794
iozone,/dev/md0,25,3,4096,8,56557,76963,81049,83932,17078,21285,24447,27734,39330,2193882,3321831,6077484,5689064,0:00:01.527748,2023-06-04 17:03:53.800787
iozone,/dev/md0,25,4,4096,8,78989,85457,81491,83799,18031,20417,23838,27866,39728,1674482,1458169,2579247,1965478,0:00:01.541779,2023-06-04 17:03:55.342732
iozone,/dev/md0,25,5,4096,8,80998,84937,81639,61827,12331,15411,27662,28278,37532,1446871,2123381,4929936,4016047,0:00:01.638256,2023-06-04 17:03:56.981243
iozone,/dev/md0,26,1,4096,16,113403,116745,103041,71851,33381,42816,30351,49899,58528,2007977,1845946,3555579,2582737,0:00:01.042272,2023-06-04 17:03:58.023787
iozone,/dev/md0,26,2,4096,16,111671,114113,103661,71819,15575,45707,31148,49350,54240,2354114,1921942,3438858,2502236,0:00:01.140479,2023-06-04 17:03:59.164439
iozone,/dev/md0,26,3,4096,16,113854,117387,103719,71614,28603,41457,36679,50384,55992,2123381,4516494,201971,4546375,0:00:01.058180,2023-06-04 17:04:00.222863
iozone,/dev/md0,26,4,4096,16,47657,50192,17110,99097,21969,31138,33277,48690,56201,2203449,1673178,3503374,2529871,0:00:01.405608,2023-06-04 17:04:01.628703
iozone,/dev/md0,26,5,4096,16,109092,117162,101620,72811,28995,39131,28676,49667,56032,2360583,1751831,3527834,2566532,0:00:01.098570,2023-06-04 17:04:02.727512
iozone,/dev/md0,27,1,4096,16,114228,113796,104928,71905,17070,43306,24722,48760,51432,2072659,1560273,3465216,2702169,0:00:01.190116,2023-06-04 17:04:03.917924
iozone,/dev/md0,27,2,4096,16,102914,118126,104713,71922,23396,44813,24295,49617,57973,2122332,1709472,3450600,2548637,0:00:01.165198,2023-06-04 17:04:05.083335
iozone,/dev/md0,27,3,4096,16,111897,115738,103993,71781,19405,45283,24489,48076,58128,2315406,1763158,3512686,2540722,0:00:01.165280,2023-06-04 17:04:06.248849
iozone,/dev/md0,27,4,4096,16,110870,115448,103274,71667,26476,42763,32635,46402,57575,1248010,1740120,3442303,2678994,0:00:01.040341,2023-06-04 17:04:07.289417
iozone,/dev/md0,27,5,4096,16,112713,117697,102922,71712,26680,42511,27628,49288,59752,2539220,1910613,3775126,2676907,0:00:01.142950,2023-06-04 17:04:08.432532
iozone,/dev/md0,28,1,4096,16,109780,106129,104001,101315,21125,42025,29944,50277,58954,2092093,1728390,3404782,2569603,0:00:01.112975,2023-06-04 17:04:09.545743
iozone,/dev/md0,28,2,4096,16,112212,116751,103070,71107,27020,41754,33980,48906,52882,1698823,2782252,322470,2511380,0:00:01.152012,2023-06-04 17:04:10.697997
iozone,/dev/md0,28,3,4096,16,105236,117148,103809,71487,22575,43339,25368,50973,58202,2020731,1690465,3445064,2488463,0:00:01.161943,2023-06-04 17:04:11.860179
iozone,/dev/md0,28,4,4096,16,111276,115670,85926,71683,22247,41445,29974,47289,59502,2134461,1707264,5618365,4352854,0:00:01.129735,2023-06-04 17:04:12.990167
iozone,/dev/md0,28,5,4096,16,114914,115801,102925,63184,23920,42151,28821,48434,61909,1597561,3598778,3690781,2694963,0:00:01.107874,2023-06-04 17:04:14.098204
iozone,/dev/md0,29,1,4096,16,113433,117823,103630,84759,15714,42963,26807,49666,56045,2340643,4288742,5681538,4432592,0:00:01.163904,2023-06-04 17:04:15.262375
iozone,/dev/md0,29,2,4096,16,105788,112943,94578,84509,26935,42510,27564,48504,57159,2399823,1766239,3530734,2555081,0:00:01.134891,2023-06-04 17:04:16.397406
iozone,/dev/md0,29,3,4096,16,112592,113726,101730,71951,28658,40101,28699,50201,54571,1833535,1990298,3504089,2336505,0:00:01.064991,2023-06-04 17:04:17.462628
iozone,/dev/md0,29,4,4096,16,107320,114994,102167,71618,14257,46484,34335,49848,56099,1765513,3222752,6682678,6178018,0:00:01.154057,2023-06-04 17:04:18.616896
iozone,/dev/md0,29,5,4096,16,112802,117404,102201,72211,26056,40378,25404,49909,39148,2134461,1615741,3605576,2620558,0:00:01.134604,2023-06-04 17:04:19.751650
iozone,/dev/md0,30,1,4096,16,102172,108394,100804,71457,24242,41839,29685,46696,22582,803480,868380,3360164,2589355,0:00:01.298266,2023-06-04 17:04:21.050197
iozone,/dev/md0,30,2,4096,16,109492,110978,107202,71053,19202,38718,24009,49476,60905,1748265,1693965,3387995,2585847,0:00:01.207357,2023-06-04 17:04:22.257806
iozone,/dev/md0,30,3,4096,16,114091,106647,43938,110160,18806,38943,27844,50298,61786,1929280,3592757,3543113,2610602,0:00:01.223305,2023-06-04 17:04:23.481344
iozone,/dev/md0,30,4,4096,16,112240,117115,102254,71859,26026,41165,34808,50188,57502,1611951,1814748,3633793,2748864,0:00:01.088504,2023-06-04 17:04:24.570076
iozone,/dev/md0,30,5,4096,16,114634,118463,102667,72187,17866,42906,27070,50105,57169,2161314,1815515,3491981,2584291,0:00:01.167675,2023-06-04 17:04:25.737953
iozone,/dev/md0,31,1,16384,4,53382,55979,56501,56627,7812,4446,16331,14659,12887,1573399,1027660,1675071,1391200,0:00:12.094349,2023-06-04 17:04:37.832612
iozone,/dev/md0,31,2,16384,4,43165,50772,59704,60416,7938,5853,13111,14766,12219,1066380,957405,1646614,1428299,0:00:11.096823,2023-06-04 17:04:48.929675
iozone,/dev/md0,31,3,16384,4,51798,55972,61740,58096,8720,5589,18273,14837,12150,1054306,682859,1571635,1362270,0:00:12.957527,2023-06-04 17:05:01.887347
iozone,/dev/md0,31,4,16384,4,54544,56579,58306,52250,6879,4913,17868,14937,16256,1901384,1054176,1584062,1353150,0:00:13.347265,2023-06-04 17:05:15.234878
iozone,/dev/md0,31,5,16384,4,52219,55786,61804,58157,9002,5305,13688,14885,11997,752415,636787,182922,1321406,0:00:14.057643,2023-06-04 17:05:29.292815
iozone,/dev/md0,32,1,16384,4,51639,55728,61698,57675,10286,4335,16001,15020,10814,1524531,645090,182184,1394984,0:00:13.017794,2023-06-04 17:05:42.310918
iozone,/dev/md0,32,2,16384,4,52211,49203,59122,60445,7493,4493,16937,14793,11307,1312096,1019594,1616746,1387408,0:00:12.947819,2023-06-04 17:05:55.259042
iozone,/dev/md0,32,3,16384,4,52703,57480,58586,58261,6764,4301,17870,14867,13474,753009,1027537,1611476,1374614,0:00:12.886141,2023-06-04 17:06:08.145457
