Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,write,rewrite,read,reread,random_reread,random_write(KB/s),bkwd_read,record_rewrite,stride_read,fwrite,"fread,freread",time,timestamp
iozone,/dev/sdf,1,1,1024,4,18108,36191,31646,27804,26503,14618,4426,14947,7333,1614767,1735476,526163,3170172,0:00:00.981596,2023-06-04 16:42:49.112505
iozone,/dev/sdf,1,2,1024,4,20345,22094,32024,28138,26563,15017,3255,14839,22148,1328146,2081090,3532609,3066069,0:00:00.983583,2023-06-04 16:42:50.096463
iozone,/dev/sdf,1,3,1024,4,39830,43053,31470,27924,26348,14694,4696,14884,7581,1055843,2326879,456920,1732676,0:00:00.928619,2023-06-04 16:42:51.025318
iozone,/dev/sdf,1,1,4,317,8196,8060,26888,26015,313,21081,14826,300,1041758,1825466,2737730,2468647,0:00:10.801126,2023-06-04 16:45:59.685697
iozone,/dev/sdf,1,2,4,316,10775,35463,40874,27919,315,20085,15155,331,956178,724668,1687075,1503942,0:00:13.295581,2023-06-04 16:46:12.981620
iozone,/dev/sdf,1,3,4,321,14082,30746,39356,26514,307,17319,15184,327,857654,1667426,2578312,1568189,0:00:10.262685,2023-06-04 16:46:23.244853
iozone,/dev/sdf,1,4,4,318,13840,45618,27725,26721,318,19924,15078,332,521119,763033,184232,178675,0:00:13.203675,2023-06-04 16:46:36.448935
