Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,random_write(KB/s),random_rewrite(KB/s),random-reread,time,timestamp
iozone,/dev/md5,89,2,32768,64,32768,64,5,0:00:00.087324,2023-06-03 02:02:11.044461
iozone,/dev/md5,89,3,32768,64,32768,64,5,0:00:00.087370,2023-06-03 02:02:11.132001
iozone,/dev/md5,90,1,32768,64,32768,64,5,0:00:00.085514,2023-06-03 02:02:11.217692
iozone,/dev/md5,90,2,32768,64,32768,64,5,0:00:00.086494,2023-06-03 02:02:11.304354
iozone,/dev/md5,90,3,32768,64,32768,64,5,0:00:00.085652,2023-06-03 02:02:11.390181
iozone,/dev/md5,91,1,65536,1,65536,1,5,0:00:00.087263,2023-06-03 02:02:11.477641
iozone,/dev/md5,91,2,65536,1,65536,1,5,0:00:00.086901,2023-06-03 02:02:11.564712
iozone,/dev/md5,91,3,65536,1,65536,1,5,0:00:00.085615,2023-06-03 02:02:11.650498
iozone,/dev/md5,92,1,65536,1,65536,1,5,0:00:00.086956,2023-06-03 02:02:11.737628
iozone,/dev/md5,92,2,65536,1,65536,1,5,0:00:00.079418,2023-06-03 02:02:11.817214
iozone,/dev/md5,92,3,65536,1,65536,1,5,0:00:00.079735,2023-06-03 02:02:11.897117
iozone,/dev/md5,93,1,65536,1,65536,1,5,0:00:00.086260,2023-06-03 02:02:11.983555
iozone,/dev/md5,93,2,65536,1,65536,1,5,0:00:00.102319,2023-06-03 02:02:12.086042
iozone,/dev/md5,93,3,65536,1,65536,1,5,0:00:00.086787,2023-06-03 02:02:12.173001
iozone,/dev/md5,94,1,65536,4,65536,4,5,0:00:00.086687,2023-06-03 02:02:12.259867
iozone,/dev/md5,94,2,65536,4,65536,4,5,0:00:00.087519,2023-06-03 02:02:12.347554
iozone,/dev/md5,94,3,65536,4,65536,4,5,0:00:00.087925,2023-06-03 02:02:12.435649
iozone,/dev/md5,95,1,65536,4,65536,4,5,0:00:00.087136,2023-06-03 02:02:12.522960
iozone,/dev/md5,95,2,65536,4,65536,4,5,0:00:00.079295,2023-06-03 02:02:12.602425
iozone,/dev/md5,95,3,65536,4,65536,4,5,0:00:00.113557,2023-06-03 02:02:12.716152
iozone,/dev/md5,96,1,65536,4,65536,4,5,0:00:00.085351,2023-06-03 02:02:12.801679
iozone,/dev/md5,96,2,65536,4,65536,4,5,0:00:00.087006,2023-06-03 02:02:12.888852
iozone,/dev/md5,96,3,65536,4,65536,4,5,0:00:00.080023,2023-06-03 02:02:12.969042
iozone,/dev/md5,97,1,65536,8,65536,8,5,0:00:00.079965,2023-06-03 02:02:13.049194
iozone,/dev/md5,97,2,65536,8,65536,8,5,0:00:00.098580,2023-06-03 02:02:13.147942
iozone,/dev/md5,97,3,65536,8,65536,8,5,0:00:00.085464,2023-06-03 02:02:13.233579
iozone,/dev/md5,98,1,65536,8,65536,8,5,0:00:00.079569,2023-06-03 02:02:13.313325
iozone,/dev/md5,98,2,65536,8,65536,8,5,0:00:00.086236,2023-06-03 02:02:13.399733
iozone,/dev/md5,98,3,65536,8,65536,8,5,0:00:00.087833,2023-06-03 02:02:13.487734
iozone,/dev/md5,99,1,65536,8,65536,8,5,0:00:00.085315,2023-06-03 02:02:13.573224
iozone,/dev/md5,99,2,65536,8,65536,8,5,0:00:00.087385,2023-06-03 02:02:13.660778
iozone,/dev/md5,99,3,65536,8,65536,8,5,0:00:00.084616,2023-06-03 02:02:13.745561
iozone,/dev/md5,100,1,65536,16,65536,16,5,0:00:00.086503,2023-06-03 02:02:13.832244
iozone,/dev/md5,100,2,65536,16,65536,16,5,0:00:00.088188,2023-06-03 02:02:13.920606
iozone,/dev/md5,100,3,65536,16,65536,16,5,0:00:00.079723,2023-06-03 02:02:14.000498
iozone,/dev/md5,101,1,65536,16,65536,16,5,0:00:00.088640,2023-06-03 02:02:14.089314
iozone,/dev/md5,101,2,65536,16,65536,16,5,0:00:00.086825,2023-06-03 02:02:14.176306
iozone,/dev/md5,101,3,65536,16,65536,16,5,0:00:00.085282,2023-06-03 02:02:14.261770
iozone,/dev/md5,102,1,65536,16,65536,16,5,0:00:00.087047,2023-06-03 02:02:14.348992
iozone,/dev/md5,102,2,65536,16,65536,16,5,0:00:00.079833,2023-06-03 02:02:14.428993
iozone,/dev/md5,102,3,65536,16,65536,16,5,0:00:00.086114,2023-06-03 02:02:14.515275
iozone,/dev/md5,103,1,65536,32,65536,32,5,0:00:00.087454,2023-06-03 02:02:14.602906
iozone,/dev/md5,103,2,65536,32,65536,32,5,0:00:00.086887,2023-06-03 02:02:14.689982
iozone,/dev/md5,103,3,65536,32,65536,32,5,0:00:00.087030,2023-06-03 02:02:14.777181
iozone,/dev/md5,104,1,65536,32,65536,32,5,0:00:00.079209,2023-06-03 02:02:14.856568
iozone,/dev/md5,104,2,65536,32,65536,32,5,0:00:00.086276,2023-06-03 02:02:14.943011
iozone,/dev/md5,104,3,65536,32,65536,32,5,0:00:00.079342,2023-06-03 02:02:15.022522
iozone,/dev/md5,105,1,65536,32,65536,32,5,0:00:00.086470,2023-06-03 02:02:15.109169
iozone,/dev/md5,105,2,65536,32,65536,32,5,0:00:00.086453,2023-06-03 02:02:15.195791
iozone,/dev/md5,105,3,65536,32,65536,32,5,0:00:00.085312,2023-06-03 02:02:15.281270
iozone,/dev/md5,106,1,65536,64,65536,64,5,0:00:00.079533,2023-06-03 02:02:15.360980
iozone,/dev/md5,106,2,65536,64,65536,64,5,0:00:00.085878,2023-06-03 02:02:15.447025
iozone,/dev/md5,106,3,65536,64,65536,64,5,0:00:00.086791,2023-06-03 02:02:15.533996
iozone,/dev/md5,107,1,65536,64,65536,64,5,0:00:00.086708,2023-06-03 02:02:15.620879
iozone,/dev/md5,107,2,65536,64,65536,64,5,0:00:00.079536,2023-06-03 02:02:15.700582
iozone,/dev/md5,107,3,65536,64,65536,64,5,0:00:00.079146,2023-06-03 02:02:15.779895
iozone,/dev/md5,108,1,65536,64,65536,64,5,0:00:00.087714,2023-06-03 02:02:15.867787
iozone,/dev/md5,108,2,65536,64,65536,64,5,0:00:00.085554,2023-06-03 02:02:15.953509
iozone,/dev/md5,108,3,65536,64,65536,64,5,0:00:00.079287,2023-06-03 02:02:16.032966
iozone,/dev/md5,109,1,102400,1,102400,1,5,0:00:00.085612,2023-06-03 02:02:16.118766
iozone,/dev/md5,109,2,102400,1,102400,1,5,0:00:00.079144,2023-06-03 02:02:16.198080
iozone,/dev/md5,109,3,102400,1,102400,1,5,0:00:00.079593,2023-06-03 02:02:16.277841
iozone,/dev/md5,110,1,102400,1,102400,1,5,0:00:00.086069,2023-06-03 02:02:16.364086
iozone,/dev/md5,110,2,102400,1,102400,1,5,0:00:00.086889,2023-06-03 02:02:16.451143
iozone,/dev/md5,110,3,102400,1,102400,1,5,0:00:00.098735,2023-06-03 02:02:16.550048
iozone,/dev/md5,111,1,102400,1,102400,1,5,0:00:00.086844,2023-06-03 02:02:16.637068
iozone,/dev/md5,111,2,102400,1,102400,1,5,0:00:00.086328,2023-06-03 02:02:16.723563
iozone,/dev/md5,111,3,102400,1,102400,1,5,0:00:00.085596,2023-06-03 02:02:16.809327
iozone,/dev/md5,112,1,102400,4,102400,4,5,0:00:00.087249,2023-06-03 02:02:16.896753
iozone,/dev/md5,112,2,102400,4,102400,4,5,0:00:00.089167,2023-06-03 02:02:16.986087
iozone,/dev/md5,112,3,102400,4,102400,4,5,0:00:00.079975,2023-06-03 02:02:17.066233
iozone,/dev/md5,113,1,102400,4,102400,4,5,0:00:00.079209,2023-06-03 02:02:17.145619
iozone,/dev/md5,113,2,102400,4,102400,4,5,0:00:00.086723,2023-06-03 02:02:17.232511
iozone,/dev/md5,113,3,102400,4,102400,4,5,0:00:00.085291,2023-06-03 02:02:17.317970
iozone,/dev/md5,114,1,102400,4,102400,4,5,0:00:00.086322,2023-06-03 02:02:17.404468
iozone,/dev/md5,114,2,102400,4,102400,4,5,0:00:00.085527,2023-06-03 02:02:17.490163
iozone,/dev/md5,114,3,102400,4,102400,4,5,0:00:00.086438,2023-06-03 02:02:17.576769
iozone,/dev/md5,115,1,102400,8,102400,8,5,0:00:00.087249,2023-06-03 02:02:17.664194
iozone,/dev/md5,115,2,102400,8,102400,8,5,0:00:00.085308,2023-06-03 02:02:17.749670
iozone,/dev/md5,115,3,102400,8,102400,8,5,0:00:00.079433,2023-06-03 02:02:17.829273
iozone,/dev/md5,116,1,102400,8,102400,8,5,0:00:00.079089,2023-06-03 02:02:17.908538
iozone,/dev/md5,116,2,102400,8,102400,8,5,0:00:00.079186,2023-06-03 02:02:17.987894
iozone,/dev/md5,116,3,102400,8,102400,8,5,0:00:00.087491,2023-06-03 02:02:18.075554
iozone,/dev/md5,117,1,102400,8,102400,8,5,0:00:00.085889,2023-06-03 02:02:18.161618
iozone,/dev/md5,117,2,102400,8,102400,8,5,0:00:00.079693,2023-06-03 02:02:18.241479
iozone,/dev/md5,117,3,102400,8,102400,8,5,0:00:00.086330,2023-06-03 02:02:18.327991
iozone,/dev/md5,118,1,102400,16,102400,16,5,0:00:00.087703,2023-06-03 02:02:18.415869
iozone,/dev/md5,118,2,102400,16,102400,16,5,0:00:00.085540,2023-06-03 02:02:18.501579
iozone,/dev/md5,118,3,102400,16,102400,16,5,0:00:00.079355,2023-06-03 02:02:18.581103
iozone,/dev/md5,119,1,102400,16,102400,16,5,0:00:00.086738,2023-06-03 02:02:18.668020
iozone,/dev/md5,119,2,102400,16,102400,16,5,0:00:00.087665,2023-06-03 02:02:18.755854
iozone,/dev/md5,119,3,102400,16,102400,16,5,0:00:00.099715,2023-06-03 02:02:18.855748
iozone,/dev/md5,120,1,102400,16,102400,16,5,0:00:00.085561,2023-06-03 02:02:18.941487
iozone,/dev/md5,120,2,102400,16,102400,16,5,0:00:00.086416,2023-06-03 02:02:19.028074
iozone,/dev/md5,120,3,102400,16,102400,16,5,0:00:00.085206,2023-06-03 02:02:19.113451
iozone,/dev/md5,121,1,102400,32,102400,32,5,0:00:00.086497,2023-06-03 02:02:19.200130
iozone,/dev/md5,121,2,102400,32,102400,32,5,0:00:00.085478,2023-06-03 02:02:19.285776
iozone,/dev/md5,121,3,102400,32,102400,32,5,0:00:00.086456,2023-06-03 02:02:19.372402
iozone,/dev/md5,122,1,102400,32,102400,32,5,0:00:00.085716,2023-06-03 02:02:19.458294
iozone,/dev/md5,122,2,102400,32,102400,32,5,0:00:00.086744,2023-06-03 02:02:19.545209
iozone,/dev/md5,122,3,102400,32,102400,32,5,0:00:00.086896,2023-06-03 02:02:19.632275
iozone,/dev/md5,123,1,102400,32,102400,32,5,0:00:00.085883,2023-06-03 02:02:19.718334
iozone,/dev/md5,123,2,102400,32,102400,32,5,0:00:00.086519,2023-06-03 02:02:19.805020
iozone,/dev/md5,123,3,102400,32,102400,32,5,0:00:00.079604,2023-06-03 02:02:19.884794
iozone,/dev/md5,124,1,102400,64,102400,64,5,0:00:00.085490,2023-06-03 02:02:19.970461
iozone,/dev/md5,124,2,102400,64,102400,64,5,0:00:00.079348,2023-06-03 02:02:20.049980
iozone,/dev/md5,124,3,102400,64,102400,64,5,0:00:00.079239,2023-06-03 02:02:20.129388
iozone,/dev/md5,125,1,102400,64,102400,64,5,0:00:00.079423,2023-06-03 02:02:20.208988
iozone,/dev/md5,125,2,102400,64,102400,64,5,0:00:00.086543,2023-06-03 02:02:20.295697
iozone,/dev/md5,125,3,102400,64,102400,64,5,0:00:00.102155,2023-06-03 02:02:20.398022
iozone,/dev/md5,126,1,102400,64,102400,64,5,0:00:00.086321,2023-06-03 02:02:20.484528
iozone,/dev/md5,126,2,102400,64,102400,64,5,0:00:00.085978,2023-06-03 02:02:20.570674
iozone,/dev/md5,126,3,102400,64,102400,64,5,0:00:00.086752,2023-06-03 02:02:20.657597
iozone,/dev/md5,127,1,512000,1,512000,1,5,0:00:00.079460,2023-06-03 02:02:20.737249
iozone,/dev/md5,127,2,512000,1,512000,1,5,0:00:00.079408,2023-06-03 02:02:20.816823
iozone,/dev/md5,127,3,512000,1,512000,1,5,0:00:00.086316,2023-06-03 02:02:20.903310
iozone,/dev/md5,128,1,512000,1,512000,1,5,0:00:00.087242,2023-06-03 02:02:20.990731
iozone,/dev/md5,128,2,512000,1,512000,1,5,0:00:00.098377,2023-06-03 02:02:21.089275
iozone,/dev/md5,128,3,512000,1,512000,1,5,0:00:00.089804,2023-06-03 02:02:21.179248
iozone,/dev/md5,129,1,512000,1,512000,1,5,0:00:00.088027,2023-06-03 02:02:21.267456
iozone,/dev/md5,129,2,512000,1,512000,1,5,0:00:00.086763,2023-06-03 02:02:21.354388
iozone,/dev/md5,129,3,512000,1,512000,1,5,0:00:00.086547,2023-06-03 02:02:21.441105
iozone,/dev/md5,130,1,512000,4,512000,4,5,0:00:00.086719,2023-06-03 02:02:21.528001
iozone,/dev/md5,130,2,512000,4,512000,4,5,0:00:00.085572,2023-06-03 02:02:21.613740
iozone,/dev/md5,130,3,512000,4,512000,4,5,0:00:00.103611,2023-06-03 02:02:21.717522
iozone,/dev/md5,131,1,512000,4,512000,4,5,0:00:00.079410,2023-06-03 02:02:21.797108
iozone,/dev/md5,131,2,512000,4,512000,4,5,0:00:00.079672,2023-06-03 02:02:21.876948
iozone,/dev/md5,131,3,512000,4,512000,4,5,0:00:00.079501,2023-06-03 02:02:21.956617
iozone,/dev/md5,132,1,512000,4,512000,4,5,0:00:00.079305,2023-06-03 02:02:22.036097
iozone,/dev/md5,132,2,512000,4,512000,4,5,0:00:00.079391,2023-06-03 02:02:22.115657
iozone,/dev/md5,132,3,512000,4,512000,4,5,0:00:00.079315,2023-06-03 02:02:22.195142
iozone,/dev/md5,133,1,512000,8,512000,8,5,0:00:00.078978,2023-06-03 02:02:22.274295
iozone,/dev/md5,133,2,512000,8,512000,8,5,0:00:00.086521,2023-06-03 02:02:22.360986
iozone,/dev/md5,133,3,512000,8,512000,8,5,0:00:00.086476,2023-06-03 02:02:22.447650
iozone,/dev/md5,134,1,512000,8,512000,8,5,0:00:00.086161,2023-06-03 02:02:22.533991
iozone,/dev/md5,134,2,512000,8,512000,8,5,0:00:00.079502,2023-06-03 02:02:22.613661
iozone,/dev/md5,134,3,512000,8,512000,8,5,0:00:00.086643,2023-06-03 02:02:22.700474
iozone,/dev/md5,135,1,512000,8,512000,8,5,0:00:00.086681,2023-06-03 02:02:22.787333
iozone,/dev/md5,135,2,512000,8,512000,8,5,0:00:00.085837,2023-06-03 02:02:22.873338
iozone,/dev/md5,135,3,512000,8,512000,8,5,0:00:00.079308,2023-06-03 02:02:22.952816
iozone,/dev/md5,136,1,512000,16,512000,16,5,0:00:00.085318,2023-06-03 02:02:23.038315
iozone,/dev/md5,136,2,512000,16,512000,16,5,0:00:00.079085,2023-06-03 02:02:23.117567
iozone,/dev/md5,136,3,512000,16,512000,16,5,0:00:00.082714,2023-06-03 02:02:23.200451
iozone,/dev/md5,137,1,512000,16,512000,16,5,0:00:00.116072,2023-06-03 02:02:23.316702
iozone,/dev/md5,137,2,512000,16,512000,16,5,0:00:00.086470,2023-06-03 02:02:23.403342
iozone,/dev/md5,137,3,512000,16,512000,16,5,0:00:00.079353,2023-06-03 02:02:23.482868
iozone,/dev/md5,138,1,512000,16,512000,16,5,0:00:00.079324,2023-06-03 02:02:23.562393
iozone,/dev/md5,138,2,512000,16,512000,16,5,0:00:00.086621,2023-06-03 02:02:23.649188
iozone,/dev/md5,138,3,512000,16,512000,16,5,0:00:00.086383,2023-06-03 02:02:23.735743
iozone,/dev/md5,139,1,512000,32,512000,32,5,0:00:00.085782,2023-06-03 02:02:23.821702
iozone,/dev/md5,139,2,512000,32,512000,32,5,0:00:00.086909,2023-06-03 02:02:23.908779
iozone,/dev/md5,139,3,512000,32,512000,32,5,0:00:00.089866,2023-06-03 02:02:23.998816
iozone,/dev/md5,140,1,512000,32,512000,32,5,0:00:00.079969,2023-06-03 02:02:24.078980
iozone,/dev/md5,140,2,512000,32,512000,32,5,0:00:00.102860,2023-06-03 02:02:24.182008
iozone,/dev/md5,140,3,512000,32,512000,32,5,0:00:00.086139,2023-06-03 02:02:24.268318
iozone,/dev/md5,141,1,512000,32,512000,32,5,0:00:00.085977,2023-06-03 02:02:24.354471
iozone,/dev/md5,141,2,512000,32,512000,32,5,0:00:00.079150,2023-06-03 02:02:24.433792
iozone,/dev/md5,141,3,512000,32,512000,32,5,0:00:00.079500,2023-06-03 02:02:24.513466
iozone,/dev/md5,142,1,512000,64,512000,64,5,0:00:00.079663,2023-06-03 02:02:24.593307
iozone,/dev/md5,142,2,512000,64,512000,64,5,0:00:00.079542,2023-06-03 02:02:24.673017
iozone,/dev/md5,142,3,512000,64,512000,64,5,0:00:00.079626,2023-06-03 02:02:24.752816
iozone,/dev/md5,143,1,512000,64,512000,64,5,0:00:00.086448,2023-06-03 02:02:24.839442
iozone,/dev/md5,143,2,512000,64,512000,64,5,0:00:00.080607,2023-06-03 02:02:24.920216
iozone,/dev/md5,143,3,512000,64,512000,64,5,0:00:00.088968,2023-06-03 02:02:25.009354
iozone,/dev/md5,144,1,512000,64,512000,64,5,0:00:00.080239,2023-06-03 02:02:25.089772
iozone,/dev/md5,144,2,512000,64,512000,64,5,0:00:00.087262,2023-06-03 02:02:25.177201
iozone,/dev/md5,144,3,512000,64,512000,64,5,0:00:00.086232,2023-06-03 02:02:25.263607
iozone,/dev/md5,145,1,1048576,1,1048576,1,5,0:00:00.086180,2023-06-03 02:02:25.349976
iozone,/dev/md5,145,2,1048576,1,1048576,1,5,0:00:00.087056,2023-06-03 02:02:25.437202
iozone,/dev/md5,145,3,1048576,1,1048576,1,5,0:00:00.086103,2023-06-03 02:02:25.523474
iozone,/dev/md5,146,1,1048576,1,1048576,1,5,0:00:00.085322,2023-06-03 02:02:25.608977
iozone,/dev/md5,146,2,1048576,1,1048576,1,5,0:00:00.086590,2023-06-03 02:02:25.695736
iozone,/dev/md5,146,3,1048576,1,1048576,1,5,0:00:00.079278,2023-06-03 02:02:25.775183
iozone,/dev/md5,147,1,1048576,1,1048576,1,5,0:00:00.078774,2023-06-03 02:02:25.854135
iozone,/dev/md5,147,2,1048576,1,1048576,1,5,0:00:00.086966,2023-06-03 02:02:25.941269
iozone,/dev/md5,147,3,1048576,1,1048576,1,5,0:00:00.079235,2023-06-03 02:02:26.020679
iozone,/dev/md5,148,1,1048576,4,1048576,4,5,0:00:00.079119,2023-06-03 02:02:26.099975
iozone,/dev/md5,148,2,1048576,4,1048576,4,5,0:00:00.079093,2023-06-03 02:02:26.179235
iozone,/dev/md5,148,3,1048576,4,1048576,4,5,0:00:00.078841,2023-06-03 02:02:26.258248
iozone,/dev/md5,149,1,1048576,4,1048576,4,5,0:00:00.086655,2023-06-03 02:02:26.345078
iozone,/dev/md5,149,2,1048576,4,1048576,4,5,0:00:00.086114,2023-06-03 02:02:26.431374
iozone,/dev/md5,149,3,1048576,4,1048576,4,5,0:00:00.085475,2023-06-03 02:02:26.517020
iozone,/dev/md5,150,1,1048576,4,1048576,4,5,0:00:00.079278,2023-06-03 02:02:26.596476
iozone,/dev/md5,150,2,1048576,4,1048576,4,5,0:00:00.085185,2023-06-03 02:02:26.681829
iozone,/dev/md5,150,3,1048576,4,1048576,4,5,0:00:00.079168,2023-06-03 02:02:26.761167
iozone,/dev/md5,151,1,1048576,8,1048576,8,5,0:00:00.079757,2023-06-03 02:02:26.841102
iozone,/dev/md5,151,2,1048576,8,1048576,8,5,0:00:00.079278,2023-06-03 02:02:26.920550
iozone,/dev/md5,151,3,1048576,8,1048576,8,5,0:00:00.080045,2023-06-03 02:02:27.000765
iozone,/dev/md5,152,1,1048576,8,1048576,8,5,0:00:00.079289,2023-06-03 02:02:27.080232
iozone,/dev/md5,152,2,1048576,8,1048576,8,5,0:00:00.101705,2023-06-03 02:02:27.182116
iozone,/dev/md5,152,3,1048576,8,1048576,8,5,0:00:00.087034,2023-06-03 02:02:27.269325
iozone,/dev/md5,153,1,1048576,8,1048576,8,5,0:00:00.086838,2023-06-03 02:02:27.356344
iozone,/dev/md5,153,2,1048576,8,1048576,8,5,0:00:00.085802,2023-06-03 02:02:27.442313
iozone,/dev/md5,153,3,1048576,8,1048576,8,5,0:00:00.086877,2023-06-03 02:02:27.529359
iozone,/dev/md5,154,1,1048576,16,1048576,16,5,0:00:00.079562,2023-06-03 02:02:27.609099
iozone,/dev/md5,154,2,1048576,16,1048576,16,5,0:00:00.079600,2023-06-03 02:02:27.688869
iozone,/dev/md5,154,3,1048576,16,1048576,16,5,0:00:00.079885,2023-06-03 02:02:27.768926
iozone,/dev/md5,155,1,1048576,16,1048576,16,5,0:00:00.079578,2023-06-03 02:02:27.848680
iozone,/dev/md5,155,2,1048576,16,1048576,16,5,0:00:00.078999,2023-06-03 02:02:27.927847
iozone,/dev/md5,155,3,1048576,16,1048576,16,5,0:00:00.087959,2023-06-03 02:02:28.015975
iozone,/dev/md5,156,1,1048576,16,1048576,16,5,0:00:00.085264,2023-06-03 02:02:28.101417
iozone,/dev/md5,156,2,1048576,16,1048576,16,5,0:00:00.086733,2023-06-03 02:02:28.188317
iozone,/dev/md5,156,3,1048576,16,1048576,16,5,0:00:00.089100,2023-06-03 02:02:28.277587
iozone,/dev/md5,157,1,1048576,32,1048576,32,5,0:00:00.086950,2023-06-03 02:02:28.364714
iozone,/dev/md5,157,2,1048576,32,1048576,32,5,0:00:00.085595,2023-06-03 02:02:28.450475
iozone,/dev/md5,157,3,1048576,32,1048576,32,5,0:00:00.086155,2023-06-03 02:02:28.536798
iozone,/dev/md5,158,1,1048576,32,1048576,32,5,0:00:00.088918,2023-06-03 02:02:28.625892
iozone,/dev/md5,158,2,1048576,32,1048576,32,5,0:00:00.086969,2023-06-03 02:02:28.713029
iozone,/dev/md5,158,3,1048576,32,1048576,32,5,0:00:00.079829,2023-06-03 02:02:28.793028
iozone,/dev/md5,159,1,1048576,32,1048576,32,5,0:00:00.086789,2023-06-03 02:02:28.879996
iozone,/dev/md5,159,2,1048576,32,1048576,32,5,0:00:00.103854,2023-06-03 02:02:28.984021
iozone,/dev/md5,159,3,1048576,32,1048576,32,5,0:00:00.085673,2023-06-03 02:02:29.069865
iozone,/dev/md5,160,1,1048576,64,1048576,64,5,0:00:00.086271,2023-06-03 02:02:29.156313
iozone,/dev/md5,160,2,1048576,64,1048576,64,5,0:00:00.087260,2023-06-03 02:02:29.243741
iozone,/dev/md5,160,3,1048576,64,1048576,64,5,0:00:00.087566,2023-06-03 02:02:29.331488
iozone,/dev/md5,161,1,1048576,64,1048576,64,5,0:00:00.088521,2023-06-03 02:02:29.420187
iozone,/dev/md5,161,2,1048576,64,1048576,64,5,0:00:00.085995,2023-06-03 02:02:29.506352
iozone,/dev/md5,161,3,1048576,64,1048576,64,5,0:00:00.086961,2023-06-03 02:02:29.593482
iozone,/dev/md5,162,1,1048576,64,1048576,64,5,0:00:00.086654,2023-06-03 02:02:29.680312
iozone,/dev/md5,162,2,1048576,64,1048576,64,5,0:00:00.085559,2023-06-03 02:02:29.766037
iozone,/dev/md5,162,3,1048576,64,1048576,64,5,0:00:00.081478,2023-06-03 02:02:29.847683
iozone,/dev/md5,163,1,2097152,1,2097152,1,5,0:00:00.088015,2023-06-03 02:02:29.935889
iozone,/dev/md5,163,2,2097152,1,2097152,1,5,0:00:00.087692,2023-06-03 02:02:30.023749
iozone,/dev/md5,163,3,2097152,1,2097152,1,5,0:00:00.088008,2023-06-03 02:02:30.111927
iozone,/dev/md5,164,1,2097152,1,2097152,1,5,0:00:00.087727,2023-06-03 02:02:30.199829
iozone,/dev/md5,164,2,2097152,1,2097152,1,5,0:00:00.085829,2023-06-03 02:02:30.285828
iozone,/dev/md5,164,3,2097152,1,2097152,1,5,0:00:00.079375,2023-06-03 02:02:30.365370
iozone,/dev/md5,165,1,2097152,1,2097152,1,5,0:00:00.087093,2023-06-03 02:02:30.452653
iozone,/dev/md5,165,2,2097152,1,2097152,1,5,0:00:00.079001,2023-06-03 02:02:30.531824
iozone,/dev/md5,165,3,2097152,1,2097152,1,5,0:00:00.086293,2023-06-03 02:02:30.618288
iozone,/dev/md5,166,1,2097152,4,2097152,4,5,0:00:00.079463,2023-06-03 02:02:30.697929
iozone,/dev/md5,166,2,2097152,4,2097152,4,5,0:00:00.084471,2023-06-03 02:02:30.782570
iozone,/dev/md5,166,3,2097152,4,2097152,4,5,0:00:00.086570,2023-06-03 02:02:30.869309
iozone,/dev/md5,167,1,2097152,4,2097152,4,5,0:00:00.079920,2023-06-03 02:02:30.949406
iozone,/dev/md5,167,2,2097152,4,2097152,4,5,0:00:00.079358,2023-06-03 02:02:31.028931
iozone,/dev/md5,167,3,2097152,4,2097152,4,5,0:00:00.086816,2023-06-03 02:02:31.115916
iozone,/dev/md5,168,1,2097152,4,2097152,4,5,0:00:00.079233,2023-06-03 02:02:31.195329
iozone,/dev/md5,168,2,2097152,4,2097152,4,5,0:00:00.101671,2023-06-03 02:02:31.297170
iozone,/dev/md5,168,3,2097152,4,2097152,4,5,0:00:00.087324,2023-06-03 02:02:31.384664
iozone,/dev/md5,169,1,2097152,8,2097152,8,5,0:00:00.087370,2023-06-03 02:02:31.472217
iozone,/dev/md5,169,2,2097152,8,2097152,8,5,0:00:00.085682,2023-06-03 02:02:31.558067
iozone,/dev/md5,169,3,2097152,8,2097152,8,5,0:00:00.087773,2023-06-03 02:02:31.646010
iozone,/dev/md5,170,1,2097152,8,2097152,8,5,0:00:00.087384,2023-06-03 02:02:31.733572
iozone,/dev/md5,170,2,2097152,8,2097152,8,5,0:00:00.086613,2023-06-03 02:02:31.820354
iozone,/dev/md5,170,3,2097152,8,2097152,8,5,0:00:00.085611,2023-06-03 02:02:31.906136
iozone,/dev/md5,171,1,2097152,8,2097152,8,5,0:00:00.079483,2023-06-03 02:02:31.985793
iozone,/dev/md5,171,2,2097152,8,2097152,8,5,0:00:00.079632,2023-06-03 02:02:32.065593
iozone,/dev/md5,171,3,2097152,8,2097152,8,5,0:00:00.079649,2023-06-03 02:02:32.145410
iozone,/dev/md5,172,1,2097152,16,2097152,16,5,0:00:00.079613,2023-06-03 02:02:32.225201
iozone,/dev/md5,172,2,2097152,16,2097152,16,5,0:00:00.086649,2023-06-03 02:02:32.312019
iozone,/dev/md5,172,3,2097152,16,2097152,16,5,0:00:00.079210,2023-06-03 02:02:32.391398
iozone,/dev/md5,173,1,2097152,16,2097152,16,5,0:00:00.087799,2023-06-03 02:02:32.479375
iozone,/dev/md5,173,2,2097152,16,2097152,16,5,0:00:00.077707,2023-06-03 02:02:32.557249
iozone,/dev/md5,173,3,2097152,16,2097152,16,5,0:00:00.087777,2023-06-03 02:02:32.645197
iozone,/dev/md5,174,1,2097152,16,2097152,16,5,0:00:00.086456,2023-06-03 02:02:32.731828
iozone,/dev/md5,174,2,2097152,16,2097152,16,5,0:00:00.079597,2023-06-03 02:02:32.811598
iozone,/dev/md5,174,3,2097152,16,2097152,16,5,0:00:00.079440,2023-06-03 02:02:32.891222
iozone,/dev/md5,175,1,2097152,32,2097152,32,5,0:00:00.088035,2023-06-03 02:02:32.979439
iozone,/dev/md5,175,2,2097152,32,2097152,32,5,0:00:00.103277,2023-06-03 02:02:33.082888
iozone,/dev/md5,175,3,2097152,32,2097152,32,5,0:00:00.086980,2023-06-03 02:02:33.170054
iozone,/dev/md5,176,1,2097152,32,2097152,32,5,0:00:00.089766,2023-06-03 02:02:33.259996
iozone,/dev/md5,176,2,2097152,32,2097152,32,5,0:00:00.085638,2023-06-03 02:02:33.345801
iozone,/dev/md5,176,3,2097152,32,2097152,32,5,0:00:00.086779,2023-06-03 02:02:33.432750
iozone,/dev/md5,177,1,2097152,32,2097152,32,5,0:00:00.086316,2023-06-03 02:02:33.519243
