Benchmark,Disk,file_size,record_size,write,rewrite,read,reread,time_test
iozone,md1,4M,8k,8k,4096,8,47167,32281,79292,91838,0:00:00.441188
iozone,md1,4M,8k,8k,4096,8,47862,38550,64738,51219,0:00:00.462777
iozone,md1,4M,8k,8k,4096,8,45837,39576,83738,90929,0:00:00.419521
iozone,md1,4M,8k,8k,4096,8,44182,40738,83790,89699,0:00:00.416620
iozone,md1,4M,8k,8k,4096,8,52028,37642,80290,91399,0:00:00.423377
iozone,md1,4M,8k,8k,4096,8,47974,40418,86231,91194,0:00:00.416353
iozone,md1,4M,8k,8k,4096,8,40903,48544,81952,88579,0:00:00.407865
iozone,md1,4M,8k,8k,4096,8,47963,37573,83792,92871,0:00:00.424533
iozone,md1,4M,16k,16k,4096,16,61320,49832,73473,76556,0:00:00.395839
iozone,md1,4M,16k,16k,4096,16,42143,50066,111817,100419,0:00:00.394898
iozone,md1,4M,16k,16k,4096,16,55290,54735,98825,96558,0:00:00.416753
iozone,md1,4M,16k,16k,4096,16,66647,53686,99807,107151,0:00:00.373951
iozone,md1,4M,16k,16k,4096,16,52095,54338,105575,101343,0:00:00.382485
iozone,md1,4M,16k,16k,4096,16,49963,46154,100075,106183,0:00:00.416601
iozone,md1,4M,16k,16k,4096,16,43943,50968,111543,101534,0:00:00.407302
iozone,md1,4M,16k,16k,4096,16,53368,54437,109692,100212,0:00:00.459024
iozone,md1,4M,16k,16k,4096,16,46069,56913,102546,101434,0:00:00.407081
iozone,md1,4M,16k,16k,4096,16,51414,54992,104334,99809,0:00:00.383408
iozone,md1,4M,16k,16k,4096,16,52315,44141,104157,101822,0:00:00.424068
iozone,md1,4M,16k,16k,4096,16,67989,34909,99858,107854,0:00:00.407346
iozone,md1,4M,16k,16k,4096,16,57400,52575,111525,101964,0:00:00.374718
iozone,md1,4M,16k,16k,4096,16,63559,41099,105414,101544,0:00:00.448806
iozone,md1,4M,16k,16k,4096,16,43576,52420,112019,104802,0:00:00.399810
iozone,md1,4M,16k,16k,4096,16,57326,62807,100742,105646,0:00:00.366346
iozone,md1,4M,16k,16k,4096,16,61972,49851,107662,106973,0:00:00.383743
iozone,md1,4M,16k,16k,4096,16,47823,62531,101255,104977,0:00:00.389934
iozone,md1,4M,16k,16k,4096,16,56810,54810,115321,101615,0:00:00.391680
iozone,md1,4M,16k,16k,4096,16,66994,50663,105379,95040,0:00:00.420477
iozone,md1,4M,16k,16k,4096,16,49038,44323,102202,102757,0:00:00.428282
iozone,md1,4M,16k,16k,4096,16,54301,48986,117687,96355,0:00:00.434794
iozone,md1,4M,16k,16k,4096,16,49527,49660,107037,106674,0:00:00.447164
iozone,md1,4M,16k,16k,4096,16,61507,49646,101236,105499,0:00:00.366154
iozone,md1,4M,16k,16k,4096,16,62374,43917,84444,86585,0:00:00.466089
iozone,md1,1M,4k,4k,1024,4,15210,20108,48043,26940,0:00:00.299955
iozone,md1,1M,4k,4k,1024,4,16498,18684,39813,27882,0:00:00.338141
iozone,md1,1M,4k,4k,1024,4,16329,16318,39369,28114,0:00:00.316686
iozone,md1,1M,4k,4k,1024,4,15808,22228,41722,27715,0:00:00.306834
iozone,md1,1M,4k,4k,1024,4,16255,17573,40782,27902,0:00:00.300671
iozone,md1,1M,4k,4k,1024,4,14684,17868,38133,27669,0:00:00.326105
iozone,md1,1M,4k,4k,1024,4,22973,20427,40221,28415,0:00:00.288408
iozone,md1,1M,4k,4k,1024,4,18018,18764,39640,27605,0:00:00.318343
iozone,md1,1M,4k,4k,1024,4,14684,15541,41712,28107,0:00:00.321537
iozone,md1,1M,4k,4k,1024,4,16245,19181,39990,28193,0:00:00.300909
iozone,md1,1M,4k,4k,1024,4,14737,15016,35135,27522,0:00:00.321389
iozone,md1,1M,4k,4k,1024,4,18790,18009,38627,27610,0:00:00.304858
iozone,md1,1M,4k,4k,1024,4,23826,18476,39780,26691,0:00:00.286034
iozone,md1,1M,4k,4k,1024,4,18511,17640,41121,27652,0:00:00.296519
iozone,md1,1M,4k,4k,1024,4,17962,14156,41055,28152,0:00:00.365304
iozone,md1,1M,4k,4k,1024,4,19709,14233,41504,27898,0:00:00.307991
iozone,md1,1M,4k,4k,1024,4,16691,16696,40498,27896,0:00:00.305862
iozone,md1,1M,4k,4k,1024,4,16950,18461,39033,27827,0:00:00.333922
iozone,md1,1M,4k,4k,1024,4,18928,18139,41403,28043,0:00:00.300240
iozone,md1,1M,4k,4k,1024,4,17322,20977,42179,28457,0:00:00.290283
iozone,md1,1M,4k,4k,1024,4,16716,16879,39200,27514,0:00:00.308506
iozone,md1,1M,4k,4k,1024,4,16569,20762,39737,27799,0:00:00.306885
iozone,md1,1M,4k,4k,1024,4,16902,14487,40189,28080,0:00:00.332234
iozone,md1,1M,4k,4k,1024,4,17121,16232,39909,27543,0:00:00.301117
iozone,md1,1M,4k,4k,1024,4,20371,18483,42618,27624,0:00:00.366522
iozone,md1,1M,8k,8k,1024,8,18450,21999,71990,50456,0:00:00.265832
